Mod:Item:MetaData, Localized Name
zettaimagic:m_wand_advanced_nature, Wand of the Nature Mage
zettaimagic:m_wand_master_nature, Master Nature Mage Wand
zettaimagic:m_wand_novice_thunder, Wand of Sparks
zettaimagic:m_wand_apprentice_thunder, Apprentice Storm Mage Wand
zettaimagic:m_wand_advanced_thunder, Wand of the Storm Mage
zettaimagic:m_wand_master_thunder, Master Storm Mage Wand
zettaimagic:m_wand_novice_darkness, Wand of Shadows
zettaimagic:m_wand_apprentice_darkness, Apprentice Necromancer Wand
zettaimagic:m_wand_advanced_darkness, Wand of the Necromancer
zettaimagic:m_wand_master_darkness, Master Necromancer Wand
zettaimagic:m_wand_novice_light, Wand of Healing
zettaimagic:m_wand_apprentice_light, Apprentice Healer Wand
zettaimagic:m_wand_advanced_light, Wand of the Healer
zettaimagic:m_wand_master_light, Master Healer Wand
zettaimagic:m_wand_novice_sorcery, Wand of Mystery
zettaimagic:m_wand_apprentice_sorcery, Apprentice Sorcerer Wand
zettaimagic:m_wand_advanced_sorcery, Wand of the Sorcerer
zettaimagic:m_wand_master_sorcery, Master Sorcerer Wand
zettaimagic:locked_book, Locked Book
zettaimagic:infused_crystal, Infused Magic Crystal
zettaimagic:mana_dust, Crystallized Mana Powder
zettaimagic:magic_reagent, Magic Reagent
zettaimagic:r_fire, Destruction Reagent
zettaimagic:r_ice, Freezing Reagent
zettaimagic:r_nature, Nature Reagent
zettaimagic:r_thunder, Electrified Reagent
zettaimagic:r_darkness, Darkness Reagent
zettaimagic:r_light, Divine Reagent
zettaimagic:r_sorcery, Structuring Reagent
zettaimagic:pact_summon, Magic Contract
zettaimagic:pact_teleport, Teleportation Scroll
zettaimagic:pact_projection, Magic Projection Scroll
zettaimagic:mana_barrier, Magic Barrier Scroll
zettaimagic:pact_marks, Magic Mark Scroll
zettaimagic:arcane_note, Arcane Note
zettaimagic:magic_crystalz, Magic Crystal
zettaimagic:cloak_shadows, Cloak of Shadows
zettaimagic:cloak_light, Cloak of Light
zettaimagic:cloak_arcane, Arcane Cloak
zettaimagic:cloak_nature, Cloak of Winds
zettaimagic:cloak_gravity, Cloak of Gravity
zettaimagic:zettai_book:287, Spell Book
zettaimagic:zettai_book:288, Spell Book
zettaimagic:zettai_book:289, Spell Book
zettaimagic:zettai_book:290, Spell Book
zettaimagic:zettai_book:291, Spell Book
zettaimagic:zettai_book:292, Spell Book
zettaimagic:zettai_book:293, Spell Book
zettaimagic:zettai_book:294, Spell Book
zettaimagic:zettai_book:295, Spell Book
zettaimagic:zettai_book:296, Spell Book
zettaimagic:zettai_book:297, Spell Book
zettaimagic:zettai_book:298, Spell Book
zettaimagic:zettai_book:299, Spell Book
zettaimagic:zettai_book:300, Spell Book
zettaimagic:zettai_book:301, Spell Book
zettaimagic:zettai_book:302, Spell Book
zettaimagic:zettai_book:303, Spell Book
zettaimagic:zettai_book:304, Spell Book
zettaimagic:zettai_book:305, Spell Book
zettaimagic:zettai_book:306, Spell Book
zettaimagic:zettai_book:307, Spell Book
zettaimagic:zettai_book:308, Spell Book
zettaimagic:zettai_book:309, Spell Book
zettaimagic:zettai_book:310, Spell Book
zettaimagic:zettai_book:311, Spell Book
zettaimagic:zettai_book:312, Spell Book
zettaimagic:zettai_book:313, Spell Book
zettaimagic:zettai_book:314, Spell Book
zettaimagic:zettai_book:315, Spell Book
zettaimagic:zettai_book:316, Spell Book
zettaimagic:zettai_book:317, Spell Book
zettaimagic:zettai_book:318, Spell Book
zettaimagic:zettai_book:319, Spell Book
zettaimagic:zettai_book:320, Spell Book
zettaimagic:zettai_book:321, Spell Book
zettaimagic:zettai_book:322, Spell Book
zettaimagic:zettai_book:323, Spell Book
zettaimagic:zettai_book:324, Spell Book
zettaimagic:zettai_book:325, Spell Book
zettaimagic:zettai_book:326, Spell Book
zettaimagic:zettai_book:327, Spell Book
zettaimagic:zettai_book:328, Spell Book
zettaimagic:zettai_book:329, Spell Book
zettaimagic:zettai_book:330, Spell Book
zettaimagic:zettai_book:331, Spell Book
zettaimagic:zettai_book:332, Spell Book
zettaimagic:zettai_scroll:287, Scroll of Speed Up
zettaimagic:zettai_scroll:288, Scroll of Lucky Charm
zettaimagic:zettai_scroll:289, Scroll of Wind Dance
zettaimagic:zettai_scroll:290, Scroll of Nature Empowering
zettaimagic:zettai_scroll:291, Scroll of Precise Magic Missile
zettaimagic:zettai_scroll:292, Scroll of Greater Magic Missile
zettaimagic:zettai_scroll:293, Scroll of Grand Magic Missile
zettaimagic:zettai_scroll:294, Scroll of Explosion Cataclysm
zettaimagic:zettai_scroll:295, Scroll of Explosion
zettaimagic:zettai_scroll:296, Scroll of Great Explosion
zettaimagic:zettai_scroll:297, Scroll of Mana Flasking I
zettaimagic:zettai_scroll:298, Scroll of Mana Flasking II
zettaimagic:zettai_scroll:299, Scroll of Mana Flasking III
zettaimagic:zettai_scroll:300, Scroll of Ore Conjure I
zettaimagic:zettai_scroll:301, Scroll of Ore Conjure II
zettaimagic:zettai_scroll:302, Scroll of Ore Conjure III
zettaimagic:zettai_scroll:303, Scroll of Ore Conjure IV
zettaimagic:zettai_scroll:304, Scroll of Ore Conjure V
zettaimagic:zettai_scroll:305, Scroll of Exchange for Diamond
zettaimagic:zettai_scroll:306, Scroll of Exchange for Emerald
zettaimagic:zettai_scroll:307, Scroll of Mana Burn
zettaimagic:zettai_scroll:308, Scroll of Cleaning
zettaimagic:zettai_scroll:309, Scroll of Repairum
zettaimagic:zettai_scroll:310, Scroll of Magic Projection
zettaimagic:zettai_scroll:311, Scroll of Invertum
zettaimagic:zettai_scroll:312, Scroll of Nature Meditation
zettaimagic:zettai_scroll:313, Scroll of Magic Notes
zettaimagic:zettai_scroll:314, Scroll of Magic Binding
zettaimagic:zettai_scroll:315, Scroll of Sharpness Enchanting
zettaimagic:zettai_scroll:316, Scroll of Smite Enchanting
zettaimagic:zettai_scroll:317, Scroll of Fortune Enchanting
zettaimagic:zettai_scroll:318, Scroll of Seal of Confusion
zettaimagic:zettai_scroll:319, Scroll of Mark Of Immunity
zettaimagic:zettai_scroll:320, Scroll of Wind Awakening
zettaimagic:zettai_scroll:321, Scroll of Nature's Return
zettaimagic:zettai_scroll:322, Scroll of Invoke Weather
zettaimagic:zettai_scroll:323, Scroll of Divine Mark
zettaimagic:zettai_scroll:324, Scroll of Seal of Dread
zettaimagic:zettai_scroll:325, Scroll of Ignition
zettaimagic:zettai_scroll:326, Scroll of Wind Cut
zettaimagic:zettai_scroll:327, Scroll of Eternal Ignis
zettaimagic:zettai_scroll:328, Scroll of Ice Bash
zettaimagic:zettai_scroll:329, Scroll of Ice Breath
zettaimagic:zettai_scroll:330, Scroll of Fire Aspect
zettaimagic:zettai_scroll:331, Scroll of Unbreaking Enchantment
zettaimagic:zettai_scroll:332, Scroll of Flame Shield
arcaneworld:ore_sapphire, Sapphire Ore
arcaneworld:ore_amethyst, Amethyst Ore
arcaneworld:ore_amethyst_nether, Amethyst Ore
arcaneworld:block_sapphire, Sapphire Block
arcaneworld:block_amethyst, Amethyst Block
arcaneworld:ritual_table, Ritual Table
arcaneworld:levitator, Levitator
arcaneworld:return_portal, Return Portal
arcaneworld:arcane_hoe, Arcane Hoe
arcaneworld:fang_wand, Wand of Evocation
arcaneworld:sapphire, Sapphire
arcaneworld:amethyst, Amethyst
arcaneworld:glowing_chorus, Glowing Chorus Fruit
arcaneworld:recaller, Recaller
arcaneworld:biome_crystal, Biome Crystal
arcaneworld:ritual_scroll:0, Time Skip Scroll
arcaneworld:ritual_scroll:0, Time Rewind Scroll
arcaneworld:ritual_scroll:0, Clear Skies Scroll
arcaneworld:ritual_scroll:0, Grey Skies Scroll
arcaneworld:ritual_scroll:0, Stormy Skies Scroll
arcaneworld:ritual_scroll:0, Ritual of the Dragon Scroll
arcaneworld:ritual_scroll:0, Dungeon Raid Scroll
arcaneworld:ritual_scroll:0, arcaneworld.wither_arena Scroll
arcaneworld:ritual_scroll:0, Imbue Hoe Scroll
arcaneworld:ritual_scroll:0, Imbue Wand Scroll
arcaneworld:ritual_scroll:0, Radiant Chorus Scroll
arcaneworld:ritual_scroll:0, Crystal Forge Scroll
arcaneworld:ritual_scroll:0, Call Of the Void Scroll
arcaneworld:ritual_scroll:0, Conjure Zombie Scroll
arcaneworld:ritual_scroll:0, Conjure Skeleton Scroll
arcaneworld:ritual_scroll:0, Conjure Spider Scroll
arcaneworld:ritual_scroll:0, Conjure Cave Spider Scroll
arcaneworld:ritual_scroll:0, Conjure Enderman Scroll
arcaneworld:ritual_scroll:0, Conjure Zombie Pigman Scroll
arcaneworld:ritual_scroll:0, Conjure Blaze Scroll
arcaneworld:ritual_scroll:0, Conjure Creeper Scroll
arcaneworld:ritual_scroll:0, Conjure Elder Guardian Scroll
arcaneworld:ritual_scroll:0, Conjure Endermite Scroll
arcaneworld:ritual_scroll:0, Conjure Ghast Scroll
arcaneworld:ritual_scroll:0, Conjure Guardian Scroll
arcaneworld:ritual_scroll:0, Conjure Magma Cube Scroll
arcaneworld:ritual_scroll:0, Conjure Shulker Scroll
arcaneworld:ritual_scroll:0, Conjure Silverfish Scroll
arcaneworld:ritual_scroll:0, Conjure Slime Scroll
arcaneworld:ritual_scroll:0, Conjure Witch Scroll
arcaneworld:ritual_scroll:0, Conjure Vindicator Scroll
arcaneworld:ritual_scroll:0, Conjure Evoker Scroll
arcaneworld:ritual_scroll:0, Conjure Polar Bear Scroll
arcaneworld:ritual_scroll:0, Conjure Illusioner Scroll
arcaneworld:ritual_scroll:0, Conjure Bat Scroll
arcaneworld:ritual_scroll:0, Conjure Chicken Scroll
arcaneworld:ritual_scroll:0, Conjure Cow Scroll
arcaneworld:ritual_scroll:0, Conjure Donkey Scroll
arcaneworld:ritual_scroll:0, Conjure Horse Scroll
arcaneworld:ritual_scroll:0, Conjure Mooshroom Scroll
arcaneworld:ritual_scroll:0, Conjure Ocelot Scroll
arcaneworld:ritual_scroll:0, Conjure Parrot Scroll
arcaneworld:ritual_scroll:0, Conjure Pig Scroll
arcaneworld:ritual_scroll:0, Conjure Rabbit Scroll
arcaneworld:ritual_scroll:0, Conjure Sheep Scroll
arcaneworld:ritual_scroll:0, Conjure Squid Scroll
arcaneworld:ritual_scroll:0, Conjure Villager Scroll
arcaneworld:ritual_scroll:0, Conjure Llama Scroll
arcaneworld:ritual_scroll:0, Conjure Wolf Scroll
arcaneworld:molten_core, Molten Core
arcaneworld:molten_pickaxe, Molten Pickaxe
arcaneworld:molten_shovel, Molten Shovel
arcaneworld:molten_axe, Molten Axe
arcaneworld:ethereal_sword, Ethereal Sword
arcaneworld:potion_orb, Potion Catalyst
arcaneworld:growth_powder, Growth Powder
arcaneworld:recall_eye, item.arcaneworld.recall_eye.name
torchbowmod:torchbow, torchbow
theoneprobe:probe, The One Probe
theoneprobe:creativeprobe, The Creative Probe
theoneprobe:probenote, The One Probe Read Me
theoneprobe:diamond_helmet_probe:0, Diamond Helmet with Probe
theoneprobe:gold_helmet_probe:0, Gold Helmet with Probe
theoneprobe:iron_helmet_probe:0, Iron Helmet with Probe
theoneprobe:probe_goggles, The One Probe (Bauble)
thaumic_arcana:nutrient_mix, Nutrient Mix
thaumic_arcana:nutritious_mix, Nutritious Mix
thaumic_arcana:fertiliser, Arcane Fertilizer
thaumic_arcana:incubated_egg, Incubated Egg
thaumic_arcana:creature_enchanter, Creature Disenchanter
thaumic_arcana:plant_ball, Plant Ball
thaumic_arcana:enchanting_powder_basic:0, Basic Enchanting Powder
thaumic_arcana:enchanting_powder_basic:0, Basic Enchanting Powder
thaumic_arcana:enchanting_powder_basic:0, Basic Enchanting Powder
thaumic_arcana:enchanting_powder_basic:0, Basic Enchanting Powder
thaumic_arcana:enchanting_powder_basic:0, Basic Enchanting Powder
thaumic_arcana:enchanting_powder_basic:0, Basic Enchanting Powder
thaumic_arcana:enchanting_powder_basic:0, Basic Enchanting Powder
thaumic_arcana:enchanting_powder_basic:0, Basic Enchanting Powder
thaumic_arcana:enchanting_powder_basic:0, Basic Enchanting Powder
thaumic_arcana:enchanting_powder_basic:0, Basic Enchanting Powder
thaumic_arcana:enchanting_powder_basic:0, Basic Enchanting Powder
thaumic_arcana:enchanting_powder_basic:0, Basic Enchanting Powder
thaumic_arcana:enchanting_powder_advanced:0, Advanced Enchanting Powder
thaumic_arcana:enchanting_powder_advanced:0, Advanced Enchanting Powder
thaumic_arcana:enchanting_powder_advanced:0, Advanced Enchanting Powder
thaumic_arcana:enchanting_powder_advanced:0, Advanced Enchanting Powder
thaumic_arcana:enchanting_powder_advanced:0, Advanced Enchanting Powder
thaumic_arcana:enchanting_powder_advanced:0, Advanced Enchanting Powder
thaumic_arcana:enchanting_powder_advanced:0, Advanced Enchanting Powder
thaumic_arcana:enchanting_powder_advanced:0, Advanced Enchanting Powder
thaumic_arcana:enchanting_powder_advanced:0, Advanced Enchanting Powder
thaumic_arcana:enchanting_powder_advanced:0, Advanced Enchanting Powder
thaumic_arcana:enchanting_powder_advanced:0, Advanced Enchanting Powder
thaumic_arcana:enchanting_powder_advanced:0, Advanced Enchanting Powder
thaumic_arcana:enchanting_powder_magical:0, Magical Enchanting Powder
thaumic_arcana:enchanting_powder_magical:0, Magical Enchanting Powder
thaumic_arcana:enchanting_powder_magical:0, Magical Enchanting Powder
thaumic_arcana:enchanting_powder_magical:0, Magical Enchanting Powder
thaumic_arcana:enchanting_powder_magical:0, Magical Enchanting Powder
thaumic_arcana:enchanting_powder_magical:0, Magical Enchanting Powder
thaumic_arcana:enchanting_powder_magical:0, Magical Enchanting Powder
thaumic_arcana:enchanting_powder_magical:0, Magical Enchanting Powder
thaumic_arcana:enchanting_powder_magical:0, Magical Enchanting Powder
thaumic_arcana:enchanting_powder_magical:0, Magical Enchanting Powder
thaumic_arcana:enchanting_powder_magical:0, Magical Enchanting Powder
thaumic_arcana:enchanting_powder_magical:0, Magical Enchanting Powder
thaumic_arcana:enchant_modifier:0, Enchantment Modifier Powder
thaumic_arcana:enchant_modifier:0, Enchantment Modifier Powder
thaumic_arcana:enchant_modifier:0, Enchantment Modifier Powder
thaumic_arcana:enchant_modifier:0, Enchantment Modifier Powder
thaumic_arcana:research_result, Research Results
thaumic_arcana:organic_curiosity, Organic Curiosity
thaumic_arcana:vaporous_curiosity, Vaporous Curiosity
thaumic_arcana:infused_curiosity, Infused Curiosity
thaumic_arcana:animated_curiosity, Animated Curiosity
thaumic_arcana:ingot_livium, Livium Ingot
thaumic_arcana:neutered_flesh, Neutered Flesh
thaumic_arcana:livium_pickaxe, Livium Pickaxe
thaumic_arcana:livium_axe, Livium Axe
thaumic_arcana:livium_shovel, Livium Shovel
thaumic_arcana:livium_sword, Livium Sword
thaumic_arcana:slimy_pickaxe, Slimey Pickaxe
thaumic_arcana:slimy_axe, Slimey Axe
thaumic_arcana:slimy_sword, Slimey Sword
thaumic_arcana:slimy_shovel, Slimey Shovel
thaumic_arcana:slimy_hoe, Slimey Hoe
thaumic_arcana:infused_slimy_axe, Infused Slimey Axe
thaumic_arcana:infused_slimy_pickaxe, Infused Slimey Pickaxe
thaumic_arcana:infused_slimy_sword, Infused Slimey Sword
thaumic_arcana:infused_slimy_hoe, Infused Slimey Hoe
thaumic_arcana:infused_slimy_shovel, Infused Slimey Shovel
thaumic_arcana:infused_slimy_chestplate, Infused Slimey Chestplate
thaumic_arcana:infused_slimy_leggings, Infused Slimey Leggings
thaumic_arcana:infused_slimy_helmet, Infused Slimey Helmet
thaumic_arcana:slime_meat_raw, Raw Slime Meat
thaumic_arcana:slime_meat_cooked, Slime Steak
thaumic_arcana:infused_slime:0, Infused Slime
thaumic_arcana:infused_slime:1, Infused Slime
thaumic_arcana:infused_slime:2, Infused Slime
thaumic_arcana:infused_slime:3, Infused Slime
thaumic_arcana:infused_slime:4, Infused Slime
thaumic_arcana:infused_slime:5, Infused Slime
thaumic_arcana:infused_slime:6, Infused Slime
thaumic_arcana:infused_slime:7, Infused Slime
thaumic_arcana:infused_slime:8, Infused Slime
thaumic_arcana:infused_slime:9, Infused Slime
thaumic_arcana:infused_slime:10, Infused Slime
thaumic_arcana:infused_slime:11, Infused Slime
thaumic_arcana:infused_slime:12, Infused Slime
thaumic_arcana:infused_slime:13, Infused Slime
thaumic_arcana:infused_slime:14, Infused Slime
thaumic_arcana:infused_slime:15, Infused Slime
thaumic_arcana:infused_slime:16, Infused Slime
thaumic_arcana:infused_slime:17, Infused Slime
thaumic_arcana:infused_slime:18, Infused Slime
thaumic_arcana:infused_slime:19, Infused Slime
thaumic_arcana:infused_slime:20, Infused Slime
thaumic_arcana:infused_slime:21, Infused Slime
thaumic_arcana:infused_slime:22, Infused Slime
thaumic_arcana:infused_slime:23, Infused Slime
thaumic_arcana:infused_slime:24, Infused Slime
thaumic_arcana:infused_slime:25, Infused Slime
thaumic_arcana:infused_slime:26, Infused Slime
thaumic_arcana:infused_slime:27, Infused Slime
thaumic_arcana:infused_slime:28, Infused Slime
thaumic_arcana:infused_slime:29, Infused Slime
thaumic_arcana:experience_store, Knowledge Infuser
thaumic_arcana:empty_soul_capsule, Empty Soul Capsule
thaumic_arcana:soul_capsule, Soul Capsule
thaumic_arcana:revival_capsule, Revival Capsule
thaumic_arcana:mind_inhibitor, Mind Inhibitor
thaumic_arcana:aura_leaves, tile.thaumic_arcana.aura_leaves.name
thaumic_arcana:aura_wood_log, tile.thaumic_arcana.aura_wood_log.name
thaumic_arcana:aura_wood_sapling, tile.thaumic_arcana.aura_wood_sapling.name
thaumic_arcana:magic_oak_sapling, Great Oak Sapling
thaumic_arcana:silver_oak_sapling, Silver Oak Sapling
thaumic_arcana:tainted_oak_sapling, Tainted Oak Sapling
thaumic_arcana:paving_stone_enable_enchants, Paving stone of binding empowerment
thaumic_arcana:paving_stone_disable_enchants, Paving stone of binding disempowerment
armorunder:mod_icon, Icon
armorunder:cooling_goo, Cooling Goo
armorunder:heating_goo, Heating Goo
armorunder:cool_liner_material, Cooling Liner Material
armorunder:warm_liner_material, Warming Liner Material
armorunder:liner_snips, Liner Snips
armorunder:cool_boots_liner, Boots Cool Liner
armorunder:cool_chestplate_liner, Chestplate Cool Liner
armorunder:cool_helmet_liner, Helmet Cool Liner
armorunder:cool_leggings_liner, Leggings Cool Liner
armorunder:warm_boots_liner, Boots Warm Liner
armorunder:warm_chestplate_liner, Chestplate Warm Liner
armorunder:warm_helmet_liner, Helmet Warm Liner
armorunder:warm_leggings_liner, Leggings Warm Liner
armorunder:goopak_cool, Goopak Cool
armorunder:goopak_heat, Goopak Heat
armorunder:goopak_spent, Used Goopak
armorunder:flipflop_goo, Flip Flop Goo
armorunder:flipflop_liner_material, Ozzy Liner Material
armorunder:auto_chestplate_liner, Ozzy Chestplate Liner
armorunder:auto_leggings_liner, Ozzy Leggings Liner
astralsorcery:itemcraftingcomponent:0, Aquamarine
astralsorcery:itemcraftingcomponent:1, Starmetal Ingot
astralsorcery:itemcraftingcomponent:2, Stardust
astralsorcery:itemcraftingcomponent:3, Glass Lens
astralsorcery:itemcraftingcomponent:4, Resonating Gem
astralsorcery:itemcraftingcomponent:5, Parchment
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:iteminfusedglass, Infused Glass
astralsorcery:itemrockcrystalsimple:0, Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemcelestialcrystal:0, Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemjournal, Astral Tome
astralsorcery:itemhandtelescope, Looking Glass
astralsorcery:itemlinkingtool, Linking Tool
astralsorcery:itemwand, Resonating Wand
astralsorcery:itemsextant, Sextant
astralsorcery:itemilluminationwand, Illumination Wand
astralsorcery:itemcoloredlens:0, Colored Lens
astralsorcery:itemcoloredlens:1, Colored Lens
astralsorcery:itemcoloredlens:2, Colored Lens
astralsorcery:itemcoloredlens:3, Colored Lens
astralsorcery:itemcoloredlens:4, Colored Lens
astralsorcery:itemcoloredlens:5, Colored Lens
astralsorcery:itemcoloredlens:6, Colored Lens
astralsorcery:itemskyresonator, Fosic Resonator
astralsorcery:itemshiftingstar, Shifting Star
astralsorcery:itemarchitectwand, Formation Wand
astralsorcery:itemexchangewand, Conversion Wand
astralsorcery:itemgrapplewand, Impulsion Wand
astralsorcery:itemusabledust:0, Illumination Powder
astralsorcery:itemusabledust:1, Nocturnal Powder
astralsorcery:itemknowledgeshare, Scroll of Written Expertise
astralsorcery:itemperkseal, Sealing Sigil
astralsorcery:itemknowledgefragment, Lucent Scroll
astralsorcery:itemfragmentcapsule, Shining Casing
astralsorcery:itemperkgem:0, Ourium Gem
astralsorcery:itemperkgem:1, Ilium Gem
astralsorcery:itemperkgem:2, Fengarum Gem
astralsorcery:itemcrystalpickaxe, Crystal Pickaxe
astralsorcery:itemcrystalshovel, Crystal Shovel
astralsorcery:itemcrystalaxe, Crystal Axe
astralsorcery:itemcrystalsword, Crystal Sword
astralsorcery:itemchargedcrystalaxe, Infused Crystal Axe
astralsorcery:itemchargedcrystalsword, Infused Crystal Sword
astralsorcery:itemchargedcrystalpickaxe, Infused Crystal Pickaxe
astralsorcery:itemchargedcrystalshovel, Infused Crystal Shovel
astralsorcery:itemcape, Mantle of Stars
astralsorcery:itemenchantmentamulet, Resplendent Prism
astralsorcery:blockmarblestairs, Marble Stairs
astralsorcery:blockflarelight, Volatile Flare
astralsorcery:blockvanishing, tile.blockvanishing.name
astralsorcery:blockchalice, Containment Chalice
astralsorcery:blockbore, Evershifting Fountain
astralsorcery:blockattunementaltar, Attunement Altar
astralsorcery:blockattunementrelay, Spectral Relay
astralsorcery:blockwell, Lightwell
astralsorcery:blockworldilluminator, Cave Illuminator
astralsorcery:blockfaketree, 
astralsorcery:blockstarlightinfuser, Starlight Infuser
astralsorcery:blockrituallink, Ritual Anchor
astralsorcery:blockportalnode, 
astralsorcery:blocktreebeacon, Tree Beacon
astralsorcery:blocktranslucentblock, Translucent Block
astralsorcery:blockmapdrawingtable, Stellar Refraction Table
astralsorcery:blockcelestialgateway, Celestial Gateway
astralsorcery:blockobservatory, Observatory
astralsorcery:blocklens, Lens
astralsorcery:blockprism, PrismLens
astralsorcery:blockmarbleslab:0, Marble Slab
astralsorcery:blockcustomore:0, Rock Crystal Ore
astralsorcery:blockcustomore:1, Starmetal Ore
astralsorcery:blockcustomsandore:0, Aquamarine Shale
astralsorcery:blockcustomflower:0, Faint Amaranth
astralsorcery:blockmarble:0, Marble
astralsorcery:blockmarble:1, Marble Bricks
astralsorcery:blockmarble:2, Marble Pillar
astralsorcery:blockmarble:3, Marble Arch
astralsorcery:blockmarble:4, Chiseled Marble
astralsorcery:blockmarble:5, Engraved Marble
astralsorcery:blockmarble:6, Runed Marble
astralsorcery:blockblackmarble:0, Sooty Marble
astralsorcery:blockblackmarble:1, Sooty Marble Bricks
astralsorcery:blockblackmarble:2, Sooty Marble Pillar
astralsorcery:blockblackmarble:3, Sooty Marble Arch
astralsorcery:blockblackmarble:4, Chiseled Sooty Marble
astralsorcery:blockblackmarble:5, Engraved Sooty Marble
astralsorcery:blockblackmarble:6, Runed Sooty Marble
astralsorcery:blockinfusedwood:0, Infused Wood
astralsorcery:blockinfusedwood:1, Infused Wood Planks
astralsorcery:blockinfusedwood:2, Infused Wood Column
astralsorcery:blockinfusedwood:3, Infused Wood Arch
astralsorcery:blockinfusedwood:4, Engraved Infused Wood
astralsorcery:blockinfusedwood:5, Enriched Infused Wood
astralsorcery:blockinfusedwood:6, Vibrant Infused Wood
astralsorcery:blockborehead:0, Neromantic Prime
astralsorcery:blockborehead:1, Fysallidic Prime
astralsorcery:blockmachine:0, Telescope
astralsorcery:blockmachine:1, Grindstone
astralsorcery:blockcelestialcrystals:0, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:1, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:2, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:3, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:4, Celestial Crystal Cluster
astralsorcery:blockgemcrystals:0, Gem Crystal Cluster
astralsorcery:blockgemcrystals:1, Gem Crystal Cluster
astralsorcery:blockgemcrystals:2, Gem Crystal Cluster
astralsorcery:blockgemcrystals:3, Gem Crystal Cluster
astralsorcery:blockgemcrystals:4, Gem Crystal Cluster
astralsorcery:blockstructural:0, Telescope
astralsorcery:blockritualpedestal, Ritual Pedestal
astralsorcery:blockaltar:0, Luminous Crafting Table
astralsorcery:blockaltar:1, Starlight Crafting Altar
astralsorcery:blockaltar:2, Celestial Altar
astralsorcery:blockaltar:3, Iridescent Altar
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
